vardekod,vardebenamning
43439,Utbildning för byggnads/anläggn.arbete
43440,Tvärutbildning för processtekniskt arbete
43441,Utbildning för kemiskt industriarbete
43442,Utbildning för kem/tekn industriarbete
43443,Utbildning för massa/pappersindustriarbete
43444,Utbildning för glas/keramikarbete
43445,Utbildning för byggnadsämnesindustriarbete
43446,Utbildning för plastvaruindustriarbete
43447,Utbildning för gummivaruindustriarbete
43448,Utbildning för processtekn arbete
43449,Utbildning för processtekn arbete
43450,Tvärutbildning för grafiskt tekniskt arbete
43451,Utbildning för sätteri/tryckeriarbete
43452,Utbildning för reproduktionsarbete
43453,Utbildning för bokhantverk
43458,Utbildning för graf tekn arb/bokb
43459,Utbildning för graf tekn arb/bokb
43460,Tvärutbildning i sömnad
43461,Utbildning för garnförarbetn/spinneriarbete
43462,Utbildn för väveriarbete
43463,Utbildn för tillskärningsarbete
43464,Utbildning för konfektionssömnad
43465,Skräddarutbildning
43466,Modist/körsnär/pälssömnadsutbildning
43467,Utbildning för sko/läderarbete
43468,Beklädnadsteknisk utbildning
43469,Beklädnadsteknisk utbildning
43470,Tvärutbildning för livsmedelstekniskt arbete
43471,Utbildning för kvarnarbete
43472,Utbildning för bageri/konditoriarbete
43473,Utbildning för choklad/sötvaruarbete
43474,Utbildning för slakt/chark/tarmförädling
43475,Utbildning bryggeri/vattenfabriksarbete
43476,Utbildning för mejeriarbete
43478,Utbildning för livsmedelstekniskt arbete
43479,Utbildning för livsmedelstekniskt arbete
43480,Hantverksteknik speckurs
43488,Yrkesutbildning för industri och hantverk
43499,Yrkesutbildning för industri och hantverk
43500,Utbildning för rationalisering av prod
43510,Arbetsledarutbildning verkstadsteknik
43511,Arbetsledarutbildning el/teleteknik
43512,Arbetsledarutbildning träteknik
43513,Arbetsledarutbildning bygg/anläggnteknik/vägmäst
43514,Arbetsledarutbildning processteknik
43515,Arbetsledarutbildning grafisk teknik
43516,Arbetsledarutbildning livsmedelstekn
43518,Teknisk arbetsledarutbildning
43519,Teknisk arbetsledarutbildning
43520,Textilteknisk tvärutbildning
43521,Spinneritekniskt utbildning
43522,Väveriteknisk utbildning
43523,Trikåteknisk utbildning
43524,Handvävning o prakt vävkurs
43525,Varukännedom för försäljare inom textilbr.
43526,Konfektionsteknik
43528,Textilteknisk utbildning
43529,Textilteknisk utbildning
43530,Kartteknikerutbildning
43531,Kartritarutbildning
43532,Stereooperatörsutbildning
43533,Ritarutbildning
43534,Ritbiträdesutbildning
43535,Ingenjörsbiträdesutbildning
43536,Utbildning i sjökartläggning
43538,Teknisk biträdesutbildning
43539,Teknisk biträdesutbildning
43540,Laboratbiträdesutbildning kemisk
43541,Lab.biträdesutbildning metallogr inr
43548,Laboratbitr.utbildning kemisk inriktning
43549,Laboratbitr.utbildning kemisk inriktning
43550,Driftmaskinistutbildning
43551,Kylmaskinistutbildning
43553,Fastighetsskötarutbildning
43554,Drift o underh.tekn linje gren för eldriftstekn
43555,Drift o underh.tekn linje gren för energiteknik
43556,Drift o underh.tekn linje gren för industritekn
43558,Grundkurs för kraftverkspersonal
43559,2-årig drifts-och underhtekn utbildning
43588,Praktisk/teknisk utbildning
43599,Praktisk/teknisk utbildning
43600,Maskinteknisk utbildning maskinteknik
43601,Maskinteknisk utbildning motorteknik
43602,Maskinteknisk utbildning verkstadstekn
43603,Maskinteknisk utbildning skeppsteknik
43604,Maskinteknisk utbildning VVS-teknik
43608,Maskinteknisk utbildning
43609,Maskintekn utbildning
43610,El/teleteknisk utbildning elektroteknik
43611,El/teleteknisk utbildning elkraftteknik
43612,El/teleteknisk utbildning teleteknik
43613,El/teleteknisk utbildning ind elektronik
43618,El/teleteknisk utbildning
43619,El/teleteknisk utbildning
43620,Byggteknisk utbildning byggnadsteknik
43621,Byggteknisk utbildning husbyggnteknik
43622,Byggteknisk utbildning väg/vattenbyggn
43628,Byggteknisk utbildning
43629,Byggteknisk utbildning
43630,Gruvteknisk utbildning
43631,Järnbruksteknisk utbildning
43638,Gruv/järnbrukstekn utbildning
43639,Gruv/järnbrukstekn utbildning
43640,Kemiteknisk utbildning
43688,Utbildning vid teknisk skola/institiut
43699,Utbildning vid teknisk skola/institiut
43700,Teknisk linje (gymn el facksk) maskinteknisk gren
43710,Teknisk linje (gymn el facksk) elkraftsteknisk gren
43720,Teknisk linje (gymn el facksk) teleteknisk gren
43730,Tekn linje (gymn el facksk) husbyggnadsteknisk gren
43740,Tekn linje (gymn el facksk) anläggningsteknisk gren
43750,Tekn linje (gymn el facksk) kemiteknisk gren
43788,Teknisk linje (gymn el fackskola)
43799,Teknisk linje (gymn el fackskola)
43888,Annan utb för industri/hantv/teknik/naturv
43999,Ospec utb för industri/hantv/teknik/naturv
44010,Komvux avgbet 3 tekn sektor
44011,"Avgångsbetyg 3 från KOMVUX, byggteknisk special."
44012,"Avgångsbetyg 3 från KOMVUX, elteknisk special."
44013,"Avgångsbetyg 3 från KOMVUX, kemiteknisk special."
44014,"Avgångsbetyg 3 från KOMVUX, maskinteknisk special."
44100,Industriell utbildning inom Luftfartsverket
44110,Industriell utbildning inom SJ
44120,Industriell utbildning inom Vägverket
44130,Industriell utbildning inom Televerket
44140,Industriell utbildning inom Statens Vattenfall
44188,Industriell civil verksutbildning
44199,Industriell civil verksutbildning
44200,"Byggprogrammet, gren byggnadsplåt"
44201,"Byggprogrammet, gren hus och anläggning"
44202,"Byggprogrammet, gren måleri"
44208,Byggprogrammet
44209,Byggprogrammet
44210,"Elprogrammet, gren automation"
44211,"Elprogrammet, gren elektronik"
44212,"Elprogrammet, gren installation"
44218,Elprogrammet
44219,Elprogrammet
44220,"Energiprogrammet, gren energi"
44221,"Energiprogrammet, gren fartygsteknik"
44222,"Energiprogrammet, gren VVS"
44228,Energiprogrammet
44229,Energiprogrammet
44230,"Fordonsprogrammet, gren flygteknik"
44231,"Fordonsprogrammet, gren karosseri"
44232,"Fordonsprogrammet, gren fordonsteknik"
44233,"Fordonsprogrammet, gren transport"
44238,Fordonsprogrammet
44239,Fordonsprogrammet
44240,Hantverksprogrammet
44248,Hantverksprogrammet
44249,Hantverksprogrammet
44250,"Industriprogrammet, gren industri"
44251,"Industriprogrammet, gren process"
44252,"Industriprogrammet, gren textil och konfektion"
44253,"Industriprogrammet, gren trä"
44258,Industriprogrammet
44259,Industriprogrammet
44260,"Livsmedelsprogrammet, gren bageri och konditori"
44261,"Livsmedelsprogrammet, gren kött och charkuteri"
44268,Livsmedelsprogrammet
44269,Livsmedelsprogrammet
44288,Gymnasieskolans tekniska program
44299,Gymnasieskolans tekniska program
44399,Teknisk nat-vet. civil verksutbildning
44400,Tvärutbildning för metallarbete
44401,Utbildning för järnbruks/metallverksarbete
44402,"Verkstadsteknik. IN-linjen/bearb, underh, verktyg"
44403,Plåtslagar/svetsarutbildning
44404,Fordonsmek.utb. Fordonstekn.linje (3 år)
44405,Guld/silversmedutbildning
44406,Urmakarutbildning
44407,Optikerutbildning
44408,Yrkesutb. metallarbete eller fordonsteknik
44409,Yrkesutb. metallarbete eller fordonsteknik
44410,Tvärutbildning för el/teletekniskt arbete
44411,Elektrikerutb. EL-linje/elektriker (3 år)
44412,Elektromekanikerutb. IN-linjen/elmekanik (3 år)
44413,Telereparatörsutb. EL-linje/industr.elektr. (3 år)
44414,Telemontörsutbildning
44415,Styr/regler/instrmek. EL-linje/industr.aut. (3 år)
44416,Utbildning elinstall C-behörighet
44417,Utbildning elinstall B-behörighet
44418,Yrkesutbildning el/teletekniskt arbete
44419,Yrkesutb el/teletekniskt arbete. EL-linjen ospec
44420,Träteknisk utb. Trätekn linje/sågverkstekn (3 år)
44421,Utbildning för virkesförädlingsarbete
44422,Verkstadssnickarutbildning/inredning
44423,"Möbelsnickare. Trätekn linje/snick,möbeltekn (3 år)"
44424,Modellsnickare. Trätekn linje/modellteknik (3 år)
44425,Båtbyggarutb. Trätekn linje/båtbyggeri (3 år)
44428,Annan yrkesutbildning för trätekniskt arbete
44429,Ospec yrkesutbildning för trätekniskt arbete
44430,Basutb för byggn/anläggntekn arb. BY-linje ospec
44431,"Rörmontörsutbildning. BV-linjen, gren vent (3 år)"
44432,Bygg&anl-tekn linje (3 år). Byggnadsträarbetarutb
44433,Byggnadsmålarutbildning. Måleritekn linje (3 år)
44434,Murarutbildning .Bygg&anl-tekn linje (3 år).
44435,Betongteknikutb. Bygg&anl-tekn linje (3 år).
44436,Gruv/stenarbetarutbildning
44437,Byggnadsplåtteknikutbildning. BV-linjen (3 år)
44438,Yrkesutbildning byggn/anläggningsteknik
44439,Yrkesutb. byggn/anläggningsteknik. BV-linj ospec
44440,Tvärutbildning för processtekn arbete
44441,Utbildning för kemiskt industriarbete
44442,Utbildning för kem/tekn industriarbete
44443,Utbildning för massa/pappersteknik. PT-linje (3 år)
44444,Utbildning för glas/keramikarbete
44445,Utbildning för byggnadsämnesind arbete
44446,Utbildning för plastvaruind arbete
44447,Utbildning för gummivaruind arbete
44448,Annan yrkesutbildning för processtekniskt arbete
44449,Ospec yrkesutbildning för processtekniskt arbete
44450,Tvärutbildning för grafiskt tekniskt arbete
44451,Utb för tryckeriarb. Grafisk linje/tryckn. (3 år)
44452,Utb för repro. Grafisk linje/tryckmedia (3 år)
44453,Utb för bokbinderi. Graf. linje/bokbinderi (3 år)
44454,"Medieprogrammet, gren tryckmedia"
44458,Yrkesutbildning grafisk tekn/bokb
44459,Yrkesutbildning grafisk tekn/bokb
44460,Tvärutbildning i sömnad
44461,Utbildning för garnförarbetn/spinneri
44462,Utbildning för väveriarbete
44463,Utbildning för tillskärningsarbete
44464,Utbildning för konfektionssömnad
44465,Skräddarutbildning
44466,"Modist/körsnärs/pälssömm utb. TB-linjen, skinntekn"
44467,Utbildning för sko/läderarbete
44468,Beklädnadsteknisk utb. Stoppmöbelteknisk utb.
44469,Utbildning för beklädnadstekniskt arbete
44470,Livsmedelstekn.utb. Livsmedelsprod.
44471,Utbildning för kvarnarbete
44472,Utbildning för bageri/konditoriarbete.
44473,Utbildning för choklad/sötvaruarbete.
44474,Utbildning för kött/charkuteri.
44476,Utbildning för mejeriarbete
44478,Yrkesutbildning för livsmedelstekniskt arbete
44479,Yrkesutbildning för livsmedelstekniskt arbete
44480,Hantverksteknik. HT-linjen (3 år)
44488,Yrkesutbildning för industri och hantverk
44499,Yrkesutbildning för industri och hantverk
44500,Utbildning för rationalisering av driften
44510,Arbetsledarutbildning verkstadsteknik
44511,Arbetsledarutbildning el/teleteknik
44512,Arbetsledarutbildning träteknik
44513,Arbetsledarutbildning bygg/anlteknik
44514,Arbetsledarutbildning processteknik
44515,Arbetsledarutbildning grafisk teknisk
44516,Arbetsledarutbildning livsmelsteknisk
44518,Teknisk arbetsledarutbildning
44519,Teknisk arbetsledarutbildning
44520,Utb väveriled./dessinatör. Textil- o bekl-linje
44521,Utbildning för mönsterritare/dessinatör
44522,Modelldirektrisutbildning
44523,Textil utbildning produktutformare påbygg kurs
44528,Textilteknisk utbildning
44529,Textilteknisk utbildning
44530,Tandteknikerutbildning
44531,Påbyggnadsutbildning för tandtekniker (Pu)
44540,Vidareutbildning lab ass ej vård
44550,Utbildning till drifttekniker
44561,Tekn bitrutbildning 3-årig inrednritareutbildning
44562,Mätn- o karttekn 2 år. bygg på 2-år gymnasieskolan
44568,Teknisk biträdesutbildning
44588,Praktisk/teknisk utbildning
44599,Praktisk/teknisk utbildning
44600,Ingenjörsutbildning maskinteknik
44601,Ingenjörsutbildning motorteknik
44602,Ingenjörsutbildning produktionsteknik
44603,Ingenjörsutbildning skeppsbyggnadsteknik
44604,Ingenjörsutbildning VVS-teknik
44608,Maskinteknisk ingenjörsutbildning
44609,Maskinteknisk ingenjörsutbildning
44610,Ingenjörsutbildning elkraftteknik
44611,Ingenjörsutbildning teleteknik
44612,Ingenjörsutbildning reglerteknik
44618,El/teleteknisk ingenjörsutbildning
44619,El/teleteknisk ingenjörsutbildning
44620,Ingenjörsutbildning byggnadsteknik
44621,Ingenjörsutbildning husbyggnadsteknik
44622,Ingenjörsutbildning väg/vattenbyggnadstekn
44628,Byggteknisk ingenjörsutbildning
44629,Byggteknisk ingenjörsutbildning
44630,Ingenjörsutbildning gruvteknik
44631,Ingenjörsutbildning järnbruksteknik
44638,Gruv/järnbrteknisk ingenjörsutbildning
44639,Gruv/järnbrteknisk ingenjörsutbildning
44640,Ingenjörsutbildning kemiteknisk
44688,Ingenjörsutbildning vid teknisk skola/institut
44699,Ingenjörsutbildning vid teknisk skola/institut
44700,Tekn gymn el fackskola maskinteknisk gren
44701,Tekn gymn el fackskola flygteknisk gren
44702,Tekn gymn el fackskola gjuteriteknisk gren
44704,Tekn gymn el fackskola produktionsteknisk gren
44705,Tekn gymn el fackskola skeppsbyggnteknisk gren
44706,Tekn gymn el fackskola VVS-teknisk gren
44708,Tekn gymn el fackskola maskinteknisk utbildning
44709,Tekn gymn el fackskola maskinteknisk utbildning
44710,Tekn gymn el fackskola elkraftsteknisk utbildning
44711,Tekn gymn el fackskola teleteknisk utbildning
44712,"Tekn linje, energitekn. gren åk3 vid gymns.skola"
44713,"Tekn linje, datateknisk gren åk3 vid gymns.skola"
44718,Tekn gymn el fackskola el/teletekn utbildning
44719,Tekn gymn el fackskola el/teletekn utbildning
44720,Tekn gymn el fackskola byggnadsteknisk utbildning
44721,Tekn gymn el fackskola husbyggn.teknisk utbildning
44722,Tekn gymn el fackskola väg o vattenbyggt utbildning
44728,Tekn gymn el fackskola byggnadstekn utbildning
44729,Tekn gymn el fackskola byggnadstekn utbildning
44730,Tekn gymn el fackskola gruvtekn utbildning
44731,Tekn gymn el fackskola metallurgisk utbildning
44732,Tekn gymn el fackskola bergskemisk utbildning
44738,Tekn gymn el fackskola gruv/järnbruksteknik
44739,Tekn gymn el fackskola gruv/järnbruksteknik
44740,Tekn gymn el fackskola kemiteknisk utbildning
44741,Tekn gymn el fackskola cellulosateknisk utbildning
44742,Tekn gymn el fackskola färgeri/appreturtekn ut
44743,Tekn gymn el fackskola livsmedelstekn utbildning
44744,Tekn gymn el fackskola pappersteknisk utbildning
44748,Tekn gymn el fackskola teknisk utbildning
44749,Tekn gymn el fackskola teknisk utbildning
44750,Tekn gymn el fackskola mätteknisk linje
44760,"Naturvetenskapsprogrammet, gren teknik"
44788,Tekniskt gymn. eller fackskola
44799,Tekniskt gymn. eller fackskola
44810,Samordnad utbild på naturv o tekn linje
44870,VVS teknisk linje (3 år)
44888,Annan utb för industri/hantv/teknik/naturv
44999,Ospec utb för industri/hantv/teknik/naturv
45010,"Avgångsbetyg 4 från KOMVUX, teknisk linje."
45011,"Avgångsbetyg 4 från KOMVUX, byggtekn. spec. anläggn"
45012,"Avgångsbetyg 4 från KOMVUX, byggtekn. spec. husbygg"
45013,"Avgångsbetyg 4 från KOMVUX, eltekn. spec. elkraft"
45014,"Avgångsbetyg 4 från KOMVUX, eltekn. spec. teletekn"
45015,"Avgångsbetyg 4 från KOMVUX, kemiteknisk special."
45016,"Avgångsbetyg 4 från KOMVUX, maskinteknisk special."
45028,Teknikerutb KOMVUX (nivå motsv tekn gymn åk4)
45110,Driftsteknikerlinjen
45188,Driftsteknikerlinjen
45199,Driftsteknikerlinjen
45200,Hälsovårdsinspektörsutbildning
45220,Meteorologassistentutbildning
45299,Naturvetenskaplig civil verksutbildning
45310,Bilinspektörsutbildning
45320,"STAR-T, transmissonsteknik, REDA"
45321,"STAR-T, datatext, REDA"
45322,"STAR-T, axe-teknik, REDA"
45323,"STAR-T, nätplanering"
45324,"STAR-T, linjenätsplanering"
45328,Rekryteringsutbildning vid Televerket
45329,Rekryteringsutbildning vid Televerket
45399,Teknisk civil verksutbildning
45400,Yrkesteknisk högskoleutbildning byggn industlin
45401,Yrkesteknisk högskoleutbildning gren för installat
45402,Yrkesteknisk högskoleutbildning gren för husbyggn
45403,"Byggnadsindustrilinjen, YTH tung anläggningsteknik"
45408,Yrkesteknisk högskoleutbildning
45409,Yrkesteknisk högskoleutbildning
45410,YTH stålindustrilinje/ITL stålproduktion
45420,YTH verkstadsind.linje/ITL verkstadsteknik
45430,YTH fordonsteknisk linje/ITL fordonsteknik
45440,YTH träindustrilinje/ITL träteknik
45450,YTH sågverksind.linje/ITL sågverksteknik
45460,YTH livsmedelsind.linje/ITL livsmedelsproduktion
45470,Yrkesteknisk högskutbildning pappersmasseindlinjen
45471,Yrkesteknisk högskoleutbildning underhtekn gren
45472,Yrkesteknisk högskoleutbildning driftstekn gren
45478,Yrkesteknisk högskoleutbildning
45479,Yrkesteknisk högskoleutbildning
45481,YTH/ITL plast- och gummiproduktion
45482,"YTH, underh"
45483,YTH processindustrilinje/ITL processteknik
45484,YTH elektronikind.linje/ITL elektronikproduktion
45485,"ITL, inr mot berg och mineral"
45488,Yrkesteknisk högskoleutbildning
45499,Yrkesteknisk högskoleutbildning
45500,Allmän arbetsledarutbildning
45501,Kurser i rationaliseringsteknink
45502,Mtm-tekniker utbildning
45508,Praktisk/tekn utbildning
45509,Praktisk/tekn utbildning
45510,Arbetsledarutbildning verkstadsteknik
45511,Arbetsledarutbildning el teleteknik
45512,Arbetsledarutbildning träteknik
45513,Arbetsledarutbildning bygg/anläggning
45514,Arbetsledarutbildning processteknik
45515,Arbetsledarutbildning grafisk teknisk
45516,Arbetsledarutbildning livsmedelsteknisk
45518,Arbetsledarutbildning
45519,Arbetsledarutbildning
45520,Arbetsledarutbildning för ing verkstadstekn
45521,Arbetsledarutbildning för ing el-teleteknik
45522,Arbetsledarutbildning för ing träteknik
45523,Arbetsledarutbildning för ing bygg/anläggtekn
45524,Arbetsledarutbildning för ing processteknik
45525,Arbetsledarutbildning för ing grafisk teknik
45526,Arbetsledarutbildning för ing livsmedelsteknik
45528,Arbetsledarutbildning
45529,Arbetsledarutbildning
45531,Plan/rationaliserutbildning
45532,Arbetsstudieingenjör
45533,Löneingenjör
45534,Produktionsuppföljare
45535,Skyddsingenjör
45538,Befattutbildning för ingenjörer
45539,Befattutbildning för ingenjörer
45540,Vidutbildning ingenjör maskinteknik
45541,Vidutbildning ingenjör elkraftsteknik(starkström)
45542,Vidutbildning ingenjör teleteknik(svagström)
45543,Vidutbildning ingenjör bygg o anläggnteknik
45544,Vidutbildning ingenjör gruv o järnbruksteknik
45545,Vidutbildning ingenjör kemiteknik
45548,Vidutbildning för ingenjörer
45549,Vidutbildning för ingenjörer
45550,Högre teknisk utbildning
45551,Produktionsteknikerlinjen
45552,Verkstadsingenjörslinjen
45555,Textil- och konfektionsindustrilinjen
45556,Textilingengörsutb/linjen
45557,Textil- och konfektionstekniklinjen
45558,Högre teknisk utbildning
45560,Teknikerutbildning miljövård
45561,Teknikerutbildning stadsplanetekn
45562,Teknikerutbildning standardisering
45563,Teknikerutbildning sjukhustekn
45564,Teknikerutbildning transportek/teknik
45565,Teknikerutbildning mätningsteknik
45566,Teknikerutbildning allm konstteknik
45567,Teknikerutbildning materialteknik
45568,Specutbildning för ingenjörer
45569,Specutbildning för ingengörer
45570,Prakt/tekn utbildning arkitekt bygg anlägg lantm
45571,Prakt/tekn utbildning datateknik
45572,Prakt/tekn utbildning elektroteknik
45573,Prakt/tekn utbildning energi
45574,Prakt/tekn utbildning kemiteknik
45575,Prakt/tekn utbildning maskinteknik
45576,Prakt/tekn utbildning mät- styr o reglerteknik
45577,Prakt/tekn utbildning tillverkning o produktion
45578,Minst 20 poäng på högskolan i tekniskt ämne
45579,Teknisk utbildning vid högskola
45588,Praktisk/teknisk utbildning
45599,Praktisk/teknisk utbildning
45600,Högskoleexamen inom naturvetenskap/teknik
45630,Minst 20 poäng vid högsk/motsv i biologi
45631,Minst 20 poäng vid högsk/motsv i fysik
45632,Minst 20 poäng vid högsk/motsv i geografi geovetenskap
45634,Minst 20 poäng vid högsk/motsv i kemi
45635,Minst 20 poäng vid högsk/motsv i matematik optimerlära
45638,Minst 20 poäng vid högsk/motsv i mat-nat
45639,Minst 20 poäng vid högsk/motsv i mat-nat
45688,Minst 20 poäng inom naturvetenskapligt område
45699,Naturvet-tekn stud 20 poäng eller 1 betyg
45700,4-årig gymnasieskola maskinteknisk gren
45710,4-årig gymnasieskola elkraftsteknik
45711,4-årig gymnasieskola energiteknisk gren
45719,4-årig gymnasieskola elteknisk gren
45720,4-årig gymnasieskola teleteknisk gren
45721,4-årig gymnasieskola datateknisk gren
45730,4-årig gymnasieskola anläggningsteknik
45740,4-årig gymnasieskola husbyggnadsteknik
45749,4-årig gymnasieskola byggteknisk gren
45750,4-årig gymnasieskola kemiteknik
45760,4-årig gymnasieskola materialtekn
45761,4-årig gymnasieskola materialtekn gren gjuteritekn.
45769,"4-årig teknisk gymnasieskola, materialteknisk gren"
45770,4-årig gymnasieskola VVS-teknik
45788,4-årig gymnasieskola teknisk linje
45799,4-årig gymnasieskola teknisk linje
45800,"Högskoleingenjör, elektroteknik, teleteknik"
45801,"Högskoleingenjör, datateknik"
45810,"Högskoleingenjör, maskinteknik"
45820,"Högskoleingenjör, byggnadsteknik"
45830,"Högskoleingenjör, kemiteknik"
45840,"Högskoleingenjör, specialteknik"
45841,"Högskoleingenjör, driftteknik"
45888,"Högskoleingenjör, annan hithörande utb"
45899,"Högskoleingenjör, ospec hithörande utb"
45901,KY utbildning bygg
45902,KY utbildning IT
45903,KY utbildning livsmedel
45904,KY utbildning miljö
45905,KY utbildning tillverkning inkl. produktutveckling
45906,KY utbildning träindustri
45999,Ospec teknisk högskoleutbildning
46100,"Högre tekn utbildning för verkstad, maskintekn"
46101,"Driftingenjörslinjen, påbyggn.-utb drifttekn"
46108,"Högre tekn utb metall-, maskin- eller verkstadstekn"
46109,"Högre tekn utb metall-, maskin- eller verkstadstekn"
46110,Högre tekn utb för el-teletekn
46111,Högre tekn utb för datateknik
46112,Högre tekn utb för data- och elektronik
46118,Högre tekn utb för el-teletekn eller datateknik
46119,Högre tekn utb för el-teletekn eller datateknik
46120,Högre tekn utb för bygg- och anläggningsteknik
46128,Högre tekn utb för bygg- och anläggningsteknik
46129,Högre tekn utb för bygg- och anläggningsteknik
46130,Högre tekn utb för processteknik
46131,Högre tekn utb för kemiteknik
46138,Högre tekn utb för processteknik
46139,Högre tekn utb för processteknik
46140,Högre tekn utb för grafisk teknik
46148,Högre tekn utb för grafisk teknik
46149,Högre tekn utb för grafisk teknik
46150,Livsmedelsteknisk linje
46158,Högre utbildning för livsmedelsteknik
46159,Högre utbildning för livsmedelsteknik
46168,"Högre tekn utb för bekl.tekn, textil och konf."
46169,"Högre tekn utb för bekl.tekn, textil och konf."
46188,"Högre teknisk-industriell utbildning, annan"
46199,"Högre teknisk-industriell utbildning, ospec"
46200,Meteorolog utbildning för tjänsteexamen
46210,Hydrologisk utbildning för tjänsteexamen
46211,Fil kand med fysik o hydrologi
46212,Fil kand med kemi o hydrologi
46220,Miljö- och hälsoskyddslinjen
46228,Anna miljöinriktad högre utbildning
46230,"Mat-nat.linje: biologi. Biologlinjen,ospec"
46231,"Biologlinjen, ekologgren"
46232,"Biologlinjen, kemi-biologosk gren"
46233,"Biologlinjen, bioteknisk inriktning"
46234,Biotekniklinjen
46235,Ekotoxikologilinjen
46236,"Biologlinjen, naturgeografisk inriktning"
46237,"Mat-nat linje, molekylärbiol."
46238,"Biologlinjen el motsv, annan"
46239,"Biologlinjen el motsv, ospec"
46240,"Mat-nat. linje: fysik. Fysiklinjen, ospec"
46241,"Fysikerlinjen, radiofysikergren"
46242,"Fysikerlinjen, mätfysikergren"
46243,"Fysikerlinjen, gren i mat-fys modeller"
46248,"Fysikerlinjen el motsv, annan"
46249,"Fysikerlinjen el motsv, ospec"
46250,Mat-nat. linje: geovetenskap. Geovet.-linj. allm
46251,"Geovetarlinjen, geologgren"
46252,"Geovetarlinjen, naturgeografi"
46258,"Linjeutbildning m geol inrikt, annan"
46259,"Linjeutbildning m geol inrikt, ospec"
46260,"Mat-nat.linje: kemi. Kemistlinjen, ospec"
46261,"Kemistlinjen, analytisk kemifren"
46262,"Kemistlinjen, livsmedelkemigren"
46263,"Kemistlinjen, materialkemigren"
46264,"Kemistlinjen, syntetisk kemigren"
46266,"Kemistlinjen, yrkeshygieniker"
46268,"Kemistlinjen el motsv vid högskola, annan"
46269,"Kemistlinjen el motsv vid högskola, ospec"
46270,"Mat-nat. linje: matematik. Matematikerlinjen,osp"
46271,"Matematikerlinjen, planeringstekn gren"
46272,"Matematikerlinjen, reglerteknisk gren"
46273,"Mat-nat. linje, datavetenskap"
46274,"Matematikerlinjen, statistikgren"
46275,"Matematikerlinjen, tillämpad matematik"
46276,Datavetenskapliga linjen
46278,"Matematikerlinjen, annan"
46279,"Matematikerlinjen, ospec"
46288,Miljö- och naturresurslinjen
46299,Linjeutbildning m naturvet. inriktning
46300,Televerkets teleing utbildning
46388,Teknisk civil verksutbildning
46399,Teknisk civil verksutbildning
46400,Civiling utbildning teknisk fysik
46401,Civiling utbildning tekn fysik medicinsk
46402,Civiling utbildning teknisk fysik- o elektronik
46403,Civiling utbildning elektroteknik
46404,Civiling utbildning datateknik
46405,Datavetenskapliga linjen
46408,"Civiling utbildning teknisk/fys/elektron, annan"
46409,"Civiling utbildning teknisk/fys/elektron, ospec"
46410,Civiling utbildning maskinteknik
46411,Civiling utbildning flygteknik
46412,Civiling utbildning skeppsbyggn.teknik
46413,Civiling utbildning industriell arbmiljö
46414,Civiling utbildning materialfysik
46418,"Civiling utbildning maskinteknik/flygteknik, annan"
46419,"Civiling utbildning maskinteknik/flygteknik, ospec"
46420,Civiling utbildning elektroteknik
46430,Civiling utbildning väg/vattenbyggn
46431,Civiling utbildning lantbruksingutbildning
46432,Civiling utbildning samhällsbyggnadsteknik
46438,"Civiling utbildning väg/lantbr, annan"
46439,"Civiling utbildning väg/lantbr, ospec"
46440,Civiling utbildning kemiteknik el motsv
46441,Civiling utbildning högre mejerikurs vid Alnarp
46445,Civiling utbildning bioteknik
46448,"Civiling utbildning kemisk, annan"
46449,"Civiling utbildning kemisk, ospec"
46450,Civiling utbildning bergsvetenskap
46451,Civiling utbildning geoteknologi
46460,Arkitektutbildning eller motsvarande
46461,Vidareutbildning för arkitekter
46462,"Restaureringskonst, påbyggn.utb. för arkitekter"
46468,Arkitektutbildning
46470,Lantmäteri eller motsvarande
46481,"Civilingenjörsutb, industriell ekonomi"
46488,"Tekn-ekon utbildning, annan"
46489,"Tekn-ekon utbildning, ospec"
46499,Civiling utbildning el motsv
46500,Hushållskandidatutbildning textil
46510,Hushållskandidatutbildning näringslära
46511,Hushållskand utbildning dietikerutbildning
46518,"Hushållskand utbildning, annan"
46519,"Hushållskand utbildning, ospec"
46520,Hushållskandidatutbildning ekonomi
46530,Hushållskandidatutbildning arb tekn
46588,"Hushållskandidatutbildning, annan"
46599,"Hushållskandidatutbildning, ospec"
46601,Fil kand mat/mat stat/num analys
46602,Fil kand mat/stat/info beh
46603,Fil kand mat/info beh/optimer
46608,"Fil kand m numerisk inriktning, annan"
46609,"Fil kand m numerisk inriktning, ospec"
46610,Fil kand mat/fy/teor fy
46611,Fil kand mat/fy/astronomi
46612,Fil kand mat/fy/meteorologi
46613,Fil kand mat/fy/geografi
46614,Fil kand mat/fy/kemi
46615,Fil kand mat/fy/kem/geovetensk
46616,Fil kand mat/fy/kem/meteorologi
46617,Fil kand mat/kemi
46618,"Fil kand komb m mat/fy/ke, nnan"
46619,"Fil kand komb m mat/fy/ke, spec"
46620,Fil kand botanik/zoologi/kemi
46621,Fil kand botan/zoolog/geogr
46622,Fil kand botan/zoolog/limnol
46623,Fil kand biologi/kemi
46624,Fil kand biol/kemi/matematik
46625,Fil kand biol/kemi/fysik
46626,Fil kand biol/kemi/geogr
46627,Fil kand biol/kemi/geovetensk
46628,"Fil kand komb m biologi, annan"
46629,"Fil kand komb m biologi, ospec"
