code,label,label_en,parent_code,valid_from,valid_to
"077,99","Trachoma, sequelae",,,,
"078,00",Conjunctivitis inclusionis,,,,
"078,10",Kerato-conjunctivitis epidemica,,,,
"078,20",Kerato-conjunctivitis adeno,,,,
"078,80",Viroses conjunctivae aliae,,,,
"078,99",Viroses conjunctivae nud,,,,
"079,00",Molluscum contagiosum,,,,
"079,10",Verruca contagiosa,,,,
"079,20",Choriomeningitis lymphocytica,,,,
"079,30","Lymphoreticulosis benigna ""cat-scratch disease""",,,,
"079,40",Stomatitis aphthosa epidemica,,,,
"079,50",Virosis cytomegalica congenita,,,,
"079,51",Virosis cytomegalica acquisita,,,,
"079,59",Virosis cytomegalica nud,,,,
"079,80",INfectio virosa echo nud,,,,
"079,81",INfectio virosa adeno alia,,,,
"079,88",Viroses aliae,,,,
"079,97",Viroses suspectae,,,,
"079,99",INfectio virosa nud,,,,
"080,99",Febris exanthematica per pediculum vestimenti,,,,
"081,00",Febris exanthematica per pulicem irritantem,,,,
"081,10",Morbus brill,,,,
"081,20",Febris exanthematica per trombiculam,,,,
"081,97",Febris exanthematica alia suspecta,,,,
"081,99",Febris exanthematica alia nud,,,,
"082,00","Febris maculosa ""rocky mountain spotted fever""",,,,
"082,10",Febris boutonnosa,,,,
"082,20",Typhus asiaticus per ixodidam,,,,
"082,99",Rickettsiosis per ixodidam nud,,,,
"083,00",Variola per rickettsiam,,,,
"083,10",Rickettsioses febris q,,,,
"083,20",Rickettsioses febris wolhynia,,,,
"083,88",Rickettsioses aliae,,,,
"083,97",Rickettsioses suspectae,,,,
"083,99",Rickettsioses aliae,,,,
"084,00",Malaria tertiana maligna,,,,
"084,10",Malaria vivax,,,,
"084,20",Malaria quartana,,,,
"084,30",Malaria per plasmodium ovale,,,,
"084,40",Malaria haemoglobinurica,,,,
"084,50",Malaria recurrens inducta (therapeutica),,,,
"084,88",Malaria alia,,,,
"084,97",Malaria suspecta,,,,
"084,99",Malaria nud,,,,
"085,00",Kala-azar,,,,
"085,10",Leishmaniasis cutanea,,,,
"085,20",Leishmaniasis mucocutanea,,,,
"085,97",Leishmaniosis suspecta,,,,
"085,99",Leishmaniasis nud,,,,
"086,99",Trypanosomiasis americana,,,,
"087,99",Trypanosomiasis alia,,,,
"088,99",Febris recurrens,,,,
"089,00",Bartonellosis,,,,
"089,90",Morbi per arthropoda alii,,,,
"090,00","Syphilis congenita recens, symptomatica",,,,
"090,10","Syphilis congenita recens, latens",,,,
"090,20","Syphilis congenita recens, nud",,,,
"090,30",Keratitis interstitialis syphilitica,,,,
"090,40",Neurosyphilis juvenilis,,,,
"090,50","Syphilis congenita tarda, symptomatica",,,,
"090,60","Syphilis congenita tarda, latens",,,,
"090,70","Syphilis congenita tarda, nud",,,,
"090,97",Syphilis congenita suspecta,,,,
"090,99",Syphilis congenita nud,,,,
"091,00",INfectio primaria syphilitica genitalis,,,,
"091,10",INfectio primaria syphilitica extragenitalis,,,,
"091,20",Syphilis secundaria cutanea sive mucosa,,,,
"091,30",Syphilis secundaria recidivans (cum sive sine cura),,,,
"091,88",Syphilis recens symptomatica alia,,,,
"091,97",Syphilis recens symptomatica suspecta,,,,
"091,99",Syphilis recens symptomatica nud,,,,
"092,00","Syphilis recens, latens recidicum serologicum post curam medicam",,,,
"092,97","Syphilis recens, latens suspecta",,,,
"092,99",Syphilis recens latens nud,,,,
"093,00",Aneurysma syphiliticum aortae,,,,
"093,91",Aortitis syphilitica,,,,
"093,92",Arteritis s. phlebitis syphilitica,,,,
"093,93",Myocarditis gummosa syphilitica,,,,
"093,98",Syphilis cardiovascularis alia,,,,
"093,99",Syphilis cardiovascularis nud,,,,
"094,00",Atrophia tabica nervi optici,,,,
"094,01",Arthropathia tabica,,,,
"094,02",Ulcus perforans pedis tabicum,,,,
"094,08",Tabes dorsalis alia,,,,
"094,09",Tabes dorsalis nud,,,,
"094,10",Dementia paralytica (paralysie generale),,,,
"094,90",Meningo-encephalitis syphilitica,,,,
"094,91",Gumma cerebri sive medullae spinalis,,,,
"094,98",Syphilis cerebri et medullae spinalis alia,,,,
"094,99",Syphilis systematis nervosi centralis nud,,,,
"095,00","Gumma syphiliticum cutis, syphilis tertiaria cutis",,,,
"095,01",Gumma syphiliticum hepatis,,,,
"095,09",Syphilis tarda alia,,,,
"096,99",Syphilis tarda latens,,,,
"097,00",Syphilis tarda non definita,,,,
"097,10",Syphilis latens non definita cum reactione serologica positiva,,,,
"097,97",Syphilis suspecta,,,,
"097,99",Syphilis nud,,,,
"098,00",Urethritis acuta gonococcica cum cervicitide,,,,
"098,02",Urethritis acuta gonococcica cum bartholinitide,,,,
"098,03",Urethritis acuta gonococcica cum epididymitide,,,,
"098,04",Urethritis acuta genococcica cum prostatitide et vesiculitide seminali,,,,
"098,05",Urethritis acuta gonococcica cum prostatitide,,,,
"098,06",Gonorrhoea acuta suspecta,,,,
"098,08","INfectio gonococcica cum uro-genitalis acuta, alia",,,,
"098,09",INfectio gonococcica uro-genitalis (acuta) nud,,,,
"098,10",INfectio gonococcica cum cervicitis chronica,,,,
"098,11",INfectio gonococcica cum salpingo-oophoritis chronica,,,,
"098,12",INfectio gonococcica cum bartholinitide chronica,,,,
"098,13",INfectio gonococcica cum epididymitide chronica,,,,
"098,14",INfectio gonococcica cum prostatitide chronica cum vesiculitide seminali,,,,
"098,15",INfectio gonococcica cum prostatitide chronica,,,,
"098,16",INfectio gonococcica uro-genitalis chronica suspecta,,,,
"098,18",INfectio gonococcica chronica organorum uro-genitalium aliorum,,,,
"098,20",INfectio gonococcica conjunctivae sive ophthalmoblennorrhoea,,,,
"098,21",Gonorrhoea iridis sive iridocyclitis,,,,
"098,28",INfectio gonococcica oculi alia,,,,
"098,29",INfectio gonococcica oculi nud,,,,
"098,39",INfectio gonococcica articuli,,,,
"098,88",Alia infectio gonococcica,,,,
"098,99",INfectio gonococcica loco non indicato,,,,
"099,09",Ulcus molle,,,,
"099,19",Lymphogranuloma inguinale,,,,
"099,29",Granuloma inguinale venereum,,,,
"099,90","Balanitis, urethritis, vaginitis venerea nud",,,,
"099,91",Bubo inguinalis venereus nud,,,,
"099,92",Condyloma acuminatum,,,,
"099,96",Morbi venerei alii,,,,
"099,97",Morbi venerei alii suspecti,,,,
"099,99",Morbus venereus nud,,,,
"100,00",Leptospirosis ictero-haemorrhagica weil,,,,
"100,88",Leptospirosis alia,,,,
"100,99",Leptospirosis nud,,,,
"101,99",INfectio per bacillum vincenti,,,,
"102,99",Framboesia,,,,
"103,99",Pinta,,,,
"104,00",Syphilis endemica non venerea,,,,
"104,98",Aliae infectiones spirochaetales,,,,
"110,00",Dermatophytosis axillae,,,,
"110,01",Dermatophytosis barbae,,,,
"110,02",Dermatophytosis capillitii,,,,
"110,03",Dermatophytosis corporis,,,,
"110,04",Dermatophytoses inguinis,,,,
"110,05",Dermatophytosis manuum,,,,
"110,06",Dermatophytosis pedis,,,,
"110,07",Dermatophytosis unguium,,,,
"110,08",Dermatophytoses aliae,,,,
"110,09",Dermatophytosis alia s. nud,,,,
"111,00",Pityriasis versicolor,,,,
"111,10",Dermatomycoses tinea nigra,,,,
"111,20",Dermatomycoses tinea blanca,,,,
"111,80",Erythrasma mycoides,,,,
"111,88",Dermatomycosis alia,,,,
"111,99",Dermatomycosis nud,,,,
"112,99",Moniliosis (candida),,,,
"113,99",Actinomycosis,,,,
"114,99",Coccidioidiomycosis,,,,
"115,99",Histoplasmosis,,,,
"116,00",Blastomycoses europaea,,,,
"116,10",Blastomycosis americana nordica,,,,
"116,20",Blastomycosis brasiliana,,,,
"116,99",Blastomycosis nud,,,,
"117,00",Rhinosporidiosis,,,,
"117,10",Sporotrichosis,,,,
"117,20",Chromomycosis,,,,
"117,30",Aspergillosis,,,,
"117,40",Maduromycosis,,,,
"117,88",Mycoses aliae,,,,
"117,99",Mycoses nud,,,,
"120,00",Schistosomiasis (bilharziasis) hematobium,,,,
"120,10",Schistosomiasis (bilharziasis) mansoni,,,,
"120,20",Schistosomiasis (bilharziasis) japonica,,,,
"120,30",Schistosomiasis (bilharziasis) cutanea,,,,
"120,88",Schistosomiasis (bilharziasis) alia,,,,
"120,97",Schistosomiasis (bilharziasis) suspecta,,,,
"120,99",Schistosomiasis nud,,,,
"121,99",INfestationes trematodicae aliae,,,,
"122,99",Echinococcosis,,,,
"123,00",Taenia soliuminfestation,,,,
"123,10",Cysticercosis,,,,
"123,20",Taenia saginatainfestation,,,,
"123,30",Taeniasis nud,,,,
"123,40",Dibothriocephalusinfestation,,,,
"123,50",Sparganosis,,,,
"123,60",Hymenolepiasis,,,,
"123,98",INfestationes cestodicae aliae,,,,
"123,99",INfestationes cestodicae nud,,,,
"124,97",Trichinosis suspecta,,,,
"124,99",Trichinosis nud,,,,
"125,97",Filariosis suspecta,,,,
"125,99",Filariosis nud,,,,
"126,99",Anchylostomiasis,,,,
"127,00",Ascariasis lumbricoides,,,,
"127,10",Strongyloidiasis,,,,
"127,20",Trichuriasis,,,,
"127,30",Oxyuriasis,,,,
"127,40",Helminthiasis intestinalis alia,,,,
"127,50",INfestatio vermilis mixta,,,,
"127,99",Helminthiasis intestinalis nud,,,,
"128,99",Helminthiases aliae sive nud,,,,
"129,99",Morbi parasitarii intestinales nud,,,,
"130,00",Toxoplasmosis acquisita,,,,
"130,10",Toxoplasmosis congenita activa,,,,
"130,20",Toxoplasmosis sequelae per infectionem intrauterinam,,,,
"130,99",Toxoplasmosis nud,,,,
"131,97",Trichomoniasis urogenitalis suspecta,,,,
"131,99",Trichomoniasis urogenitalis nud,,,,
"132,99",Pediculosis,,,,
"133,00",Scabies,,,,
"133,90",Demodicosis,,,,
"133,98",Acariasis alia,,,,
"133,99",Acariasis nud,,,,
"134,00",Myiasis,,,,
"134,10",Phthirudis,,,,
"134,20",Arthropodicae aliae,,,,
"134,30",Hirudiniasis,,,,
"134,98",INfestationes aliae,,,,
"134,99",INfestationes nud,,,,
"135,97",Sarcoidosis suspecta,,,,
"135,99",Sarcoides boeck,,,,
"136,01",Pneumocytosis,,,,
"136,02",Morbus protozoicus nud,,,,
"136,03","Morbus reiter, syndroma urethro-oculoarticularis",,,,
"136,04",Lymphocytosis infectiosa,,,,
"136,07",Morbus behcet,,,,
"136,08",Alii morbi infectiosi et parasitari,,,,
"136,09",Morbus infectiosus sive parasitarius nud,,,,
"140,01",Neoplasma malignum labii superioris,,,,
"140,11",Neoplasma malignum labii inferiosis,,,,
"140,21",Neoplasma malignum labiorum amborum,,,,
"140,99",Neoplasma malignum labii nud,,,,
"141,01",Neoplasma malignum baseos linguae,,,,
"141,11",Neoplasma malignum dorsale linguae,,,,
"141,21",Neoplasma malignum marginum linguae et apicis linguae,,,,
"141,31",Neoplasma malignum ventrale linguae,,,,
"141,97",Neoplasma malignum linguae loco multiplici,,,,
"141,99",Neoplasma malignum linguae nud,,,,
"142,01",Neoplasma malignum glandulae parotidis,,,,
"142,81",Neoplasma malignum glandulae submaxillaris,,,,
"142,82",Neoplasma malignum glandulae sublingualis,,,,
"142,87",Neoplasma malignum glandulae salivariae loco multiplici,,,,
"142,99",Neoplasma malignum glandulae salivariae nud,,,,
